Smile
c1cc(CN(C(Nc2cc(ccc2)OC)=S)CCc2c3c([nH]c2C)ccc(c3)C)[nH0]cc1
Cc1cc2[nH0]c(NC3=NCN(C4C(C(CCC4)C)C)CN3)[nH0]c(c2cc1)C
c1ccc(NC(C2=NN=C(S2)CN[S+2](c2c[nH0][nH0](C(F)F)c2C)([O-])[O-])=O)cc1
c1(c(Cl)cccc1)C(Nc1ccc(c2c(nn(c2OC(C)=O)c2ccc(C)cc2)c2cc3c(cc2)OCO3)cc1)=O
C1C2CC3(CC1CC(C3)C2)C(C(C(F)(F)F)=O)C(c1ccc([nH0]2cccc2)cc1)=O
Cc1ccc(CNC(C2CCN(S(=O)=Oc3cc(C4N=C(ON=4)C)ccc3Cl)CC2)=O)cc1
c1ccc(C2C(=C3N(C4=C2C(CCC4)=O)C2=C(C(=N3)N)C3CCCCCC=3S2)C#N)cc1
c1(c(oc2c1c(ncn2)N)c1ccccc1)c1ccc(cc1)OC
c1(OC)c(OC)cc2c(c1)CCN(C2c1c(cccc1Cl)F)C(=O)Cc1nc(c2cccc(c2)C(F)(F)F)oc1C
N1([C@@H]([C@H](C(N(CC(N2CCOCC2)=O)C)=O)CCC1=O)C)CC(C)C
c1cc(c(COc2cc3c(C4CCCCC=4C(O3)=O)cc2Cl)cc1)F
CCOc1c2c([nH0]c(c3ccc(cc3)C)c1)ccc(C(N1CCCC1)=O)c2
CCOC(C1c2c(N3CCN(c4cc(ccc4)Cl)CC3)[nH0]c[nH0]c2OC=1C)=O
COc1ccc(NC(C2SC(=NN=2)CNC(Nc2cc(c(cc2)OC)OC)=O)=O)cc1
c1cc(c(NC(c2cc3c(N([S+2](CC)([O-])[O-])CC3)cc2)=O)cc1)SC
O=C(NC1CCCC1)C1CCN(CC1)C(=O)c1cc2sccc2n1C
n12c(nc(c1)CN1CCN(c3ncccn3)CC1)ccc(c2)C
C1CCN(C(C[nH0]2c(c3C(=C(Sc3[nH0]c2)C)S(=O)(N2CCN(c3c(OC)cccc3)CC2)[O-])=O)=O)CCC1
c1c(Cl)ccc(OCC(Oc2c(c3c(OC(=O)S3)cc2)c2ccc(Br)cc2)=O)c1
Cc1cc(NC(NCc2cc3c([nH]c(C)c3)cc2)=S)c(cc1)C
COc1c(cc(c2[nH0]3N=C(Sc3[nH0][nH0]2)NC(=O)COc2ccc(C(C)(C)C)cc2)cc1)OC
c1(nn(c(c1)C)C)C(N1CC(n2nnc(c2)C(N2CCCC2)=O)C1)=O
c1(n2nncc2CSC#N)c(non1)N
c1ccc(C[nH0]2c([nH0](CC(N(CCC)CCC)=O)c3c(c2=O)C2CCN(C(=O)C)CC=2S3)=O)cc1
CC(c1ccc(OCC(Nc2cc(C3=N[nH0]4c([nH0][nH0]c4S3)C)ccc2C)=O)cc1)C
c12n(nc3c2CCCC3)ccn(c1=O)CC(NCc1ccccc1)=O
Oc1c(N2C(c3c(C2=O)cc2C(N(C(c2c3)=O)c2cc(C(=O)O)ccc2O)=O)=O)cc(cc1)C(=O)O
N1([C@]2([C@](CNC(c3c(nccc3)O)=O)(CCC1=O)CCC2)[H])CCC
C1(CCCC1)C(N1CCC(CC1)C(C(=O)NC(CC)C)NC(c1sccc1)=O)=O
Cc1c(NS(=O)=Oc2c([nH0]3C=CSc3[nH0]c2C)=O)ccc(c1)F
n1(c(c(cn1)C(NCc1occc1)=O)C)c1cc(c2nc(no2)C2CC2)ccn1
COc1c(cc(Nc2c(c[nH0]c3c2cc(cc3)F)C(N2CCOCC2)=O)cc1)Cl
c1cc2c(c3c(cc(NC(c4ccc(F)cc4)=O)cc3)C2)cc1
C/12(\C\3=C(\C(N(c4c3cc(c(c4)C)C)C(CSc3nc4c(o3)cccc4)=O)(C)C)/S/C(=C1/C(=O)OC)/C(=O)OC)S/C(=C(\S2)/C(=O)OC)/C(=O)OC
CCC1=Nc2[nH0]([nH0]c[nH0]2)C(=C1)Nc1cc(c(cc1)C)C
COc1cc2c(cc(S(=O)=ON3CCN(C)CC3)cc2)cc1
c1(c2c(ccc(c2)OC)OC)cc(no1)CN(C(c1ccc(cc1)F)=O)C
Cc1cc(C2N=C(C3=C(c4c([nH0](c[nH0]c4S3)CC(Nc3cc(c(cc3)C)F)=O)=O)C)ON=2)ccc1
C(C[nH0]1c2c([nH0](c([nH0](C)c2=O)=O)C)[nH0]c1NN=Cc1ccc([N+]([O-])=O)cc1)O
c1ccc(CC2OC(SCC(N3CCc4c3cccc4)=O)=NN=2)cc1
c1ccc2c(c1)CC(C1N2CCCC1)C(=O)NCCc1cc(c(cc1)OC)OC
Cc1ccc([nH0]2c3[nH0]c([nH]c(c3c[nH0]2)=O)SCC(Nc2cc3c(cc2)OCO3)=O)cc1
N1(C(Cc2ccc(cc2)OC)=O)CC2(OCC(N3CCCCC3)C2)C1
COc1ccc(N(C(C2SC=CC=2)=O)Cc2[nH0]c3N=C(C(=C([nH0]3[nH0]2)C)Cl)C)cc1
c1c(cc(NS(=O)=OC2C(C3ON=C(C=3)C)=C(C)SC=2C)cc1)Cl
C1(N(Cc2ccccc2)CCN2C1CCN(C(CC1CC1)=O)CC2)=O
CN([S+2](C1=NN=C(S1)NC(c1ccc(F)cc1)=O)([O-])[O-])Cc1ccc(F)cc1
CCOC(C1C2=C(SC=1NC1=CC(=O)CC(c3ccc(OC)cc3)C1)CCCC2)=O
N1(C(C(CN1)CC(Nc1ccc(Cl)cc1)=O)=O)c1ccccc1
N1(C(c2noc(c2)C)=O)C[C@H](c2nnc(o2)C)[C@H](C1)CNC(=O)c1ccccc1
CC(c1c([nH0]c([nH0]c1)S)O)=O
c1cc(C(=O)Nc2c(cc(cc2)F)F)cc(C(Nc2c(cc(cc2)F)F)=O)c1
C1Cc2[nH0]c3c(c(SCC(NC4SC=C(N=4)C)=O)c2CC1)ccc(c3)Cl
c1ccc([nH0]2c(Oc3cc(ccc3)CNCCc3c(F)cccc3)[nH0][nH0][nH0]2)cc1
N1(C(=O)CCc2cc(OC)ccc2)CCC2(CC(CCO2)(O)C)CC1
S(N1CCC(CC1)OCc1nc(on1)C1OCCC1)(c1cc(c(cc1)F)Cl)(=O)=O
n12c(N/C(=N\C1c1c[nH]c3c1ccc(c3)OC)/N)nc1c2cccc1
C1CCC([nH0]2c(c(c([nH]c2=O)O)C2=NNC(C2)c2c[nH0]ccc2)=O)CC1
c1cc(c(N2C(C(C(C2=S)(C)C)N2CCSCC2)=NC23CC4CC(CC(C3)C4)C2)cc1)Cl
c12n(C(C(F)(F)F)CC(N2)c2ccccc2)ncc1C(N1CCN(CC1)Cc1ccccc1)=O
c1cc(c(NC(CSc2c3c(c4c(S3)cccc4)[nH0]c[nH0]2)=O)cc1)CC
N1(C(c2sccc2)=O)C(CN(c2cc(C(F)(F)F)c(C#N)cc2)CC1)COC
C1CC(NC(CC[nH0]2c(c3[nH]c4c(c3[nH0]c2)cc(c(c4)OC)OC)=O)=O)CC1
Cc1ccc(N2C(NC(C(=Cc3cc(Br)c(cc3)OCc3ccc(Br)cc3)C2=O)=O)=O)cc1
COC(C(Oc1cc2C(C)=C(C(Oc2cc1)=O)c1ccc(Br)cc1)C)=O
c1ccc(CN([S+2](c2ccc(C(NC3SC4=C(C=3C(=O)NC)CCC4)=O)cc2)([O-])[O-])CC)cc1
C1CC(C(NC(CN2c3c(OC(C2=O)=Cc2cc(C)ccc2)cccc3)=O)CC1)C
c1ccc(CN2c3[nH0][nH0]c([nH0]3C3=C(C2=O)SC=C3)SCC(NC2CCCC2)=O)cc1
Cc1ccc(CSCCC(N2CCN(CC2)c2ccc(F)cc2)=O)cc1
c1c(cc(NC(c2c(cc([N+](=O)[O-])cc2)Cl)=O)cc1)O
c1ccc(c2[nH0][nH0](CC(Nc3ccc(F)cc3)=O)c3c2cc(cc3)Cl)cc1
IC#CC1(OC(=O)C)C2CC3CC(C2)CC1C3
n1(nc(cc1C)C)CC(N1CC(N(C(=O)C(C)C)Cc2cnccc2)CCC1)=O
c1cc(c(CNC(c2ccc(N3S(=O)=OCC(C3=O)C)cc2)=O)cc1)C
c1cc2c(c3NC(CC(c3cc2)C2SC=CC=2)=O)cc1
c12c(n(nc1COc1nc(ccc1)C)C)CCN(C2)C(=O)C1CCOCC1
C(N1CCC(CC1)OCCc1nc(on1)C)(Nc1cc2c(OCCO2)cc1)=O
COc1c(CNC(C2C(=C(ON=2)C)C[nH0]2[nH0]c(cc2C)C)=O)cc(cc1)Br
CCOC(c1ccc(CN(S(=O)=Oc2cc(c(cc2)F)C)Cc2ccc(C)cc2)cc1)=O
C\1(=C\N(C(c2c1cccc2)=O)c1cc(c(cc1)C)C)/C(NCC(=O)OCC)=O
c1cc2c(c(NC(C3=Cc4c([nH0]5c([nH0]c4S3)C=CC=C5)=O)=O)ccc2)cc1
c1cc(CNC(C(NCC(S(=O)=Oc2ccc(Cl)cc2)C2SC=CC=2)=O)=O)c(C)cc1
CCc1ccc(NC(C2ON=C(c3cc(c(OC)c(OC)c3)OC)C2)=O)cc1
COc1ccc(N2C3(C)Oc4c(C(C3C(Nc3ccc(Cl)cc3)=O)NC2=S)cc(cc4)Br)cc1
c1cc(c(C2C(C(OCC(C)C)=O)=C(NC(=O)N2)C)cc1)OCC
c1ccc(OCC(NCC(N2CCc3c(C2)cccc3)c2c[nH0]ccc2)=O)cc1
C1(CC1)C(N(CC(=O)N(Cc1c(ccs1)C)Cc1cc2c(OCO2)cc1)C(C)C)=O
CCOc1ccc([nH0]2c(c(C(=O)OCC)c3c2ccc(c3)OC(=O)C)C)cc1
c1cc2c(N(CC(O2)CC)C(Nc2cc(F)ccc2F)=O)cc1
c1cc(c(C2Oc3c(N=2)cc(N=Cc2c(c(cc([N+]([O-])=O)c2)Br)O)cc3)cc1)C
c1cc(OCC(N[nH0]2c([nH0]c3c(c2=O)SC=C3)SCC(=O)NCCc2ccc(S(=O)=ON)cc2)=O)c(Br)cc1
COc1ccc(cc1)S(=O)(=O)N1CCCC1c1ccc(Cl)cc1
C1Cc2c(c([nH]c(SC(C(Nc3c(c(ccc3)Cl)C)=O)C)[nH0]2)=O)CC1
n1c(C2(CN(C(c3ncccn3)=O)CCC2)CCOC)noc1c1cnccc1
c1ccc(c2[nH0]c(SCC(=O)OCC(Nc3ccc(C(=O)OC)cc3)=O)[nH0]c(c2)c2ccccc2)cc1
c1cc2c(c(c(cc2)Sc2c(cc(cc2)N)Cl)Cl)cc1
COc1c(c(C=Nc2cc3N=C(c4cc(ccc4)Br)Oc3cc2)ccc1)O
c12c(c(C)c(s1)C(Nc1cc(C(F)(F)F)ccc1)=O)C(c1cc(OC)ccc1)CC(N2)=O
c1cc(c(CSc2[nH0]3c([nH0][nH0]2)N(C(C2=C3C=CS2)=O)Cc2ccc(Cl)cc2)cc1)F
c1cc(c(C=C2C(N3C(C(=C(N=C3S2)C)C(=O)OCC)c2cc(OCC)c(cc2)OCC=C)=O)cc1)O
c1(c(nn(c1)CC)C)CN1CC(N(C(=O)C)CCN2CCCCC2)CCC1
Cc1c([S+2]([O-])(Nc2c(cc(cc2)Cl)F)[O-])cc(c2[nH0][nH0](c(cc2)=O)C2=C(ON=C2C)C)cc1
COc1c(ccc(c1)C=NNC(COc1c(Br)cc(cc1)Cl)=O)OC(=O)C
c1cc(c(NC(C2=Cc3c(OC2=Nc2ccc(C(=O)OCC)cc2)c([nH0]cc3CO)C)=O)cc1)F
CCOc1c(OCC)cc(CCNC(CN2Cc3c(C2=O)cccc3)=O)cc1
N1(C(=O)CC)CCC(Cc2ccc(CN3CCCC3)cc2)CC1
N1(C(c2c(cc(cc2)OC)C)=O)[C@H](C(N2[C@H](C1)C[C@@H](C2)N(C)C)=O)CC(C)C
CCOc1ccc(NC(CC2C(N(c3ccc(cc3)C)C(=O)N2CC=C)=O)=O)cc1
c1ccc([nH0]2c3[nH0]c([nH]c(c3c[nH0]2)=O)SCC(Nc2c(OCC)cccc2)=O)cc1
n1(c(c(CNCCCc2ccccc2)c2c1cccc2)C(=O)O)CC
c1c(CN2CCN(S(=O)=Oc3cc(C4=NC(=NO4)C(C)C)c(cc3)OC)CC2)cccc1
c1cc(OCC(NC2SC3=C(N=2)CCCC3)=O)c(Cl)cc1
CCOC(CC1=C(C2(c3c(NC2=O)cccc3)C(C(=O)OC)=C(O1)N)C(=O)OCC)=O
C=1/2\C(N\C(=N/C1/CCC(C(=O)NCCn1nccc1)CC2)\c1ccc(cc1)F)=O
C(c1cccc(c1)C)N(c1ccc(c(c1)OC)OC)S(=O)(=O)c1c(cccc1)C
c1cc2[nH0]c(c3C=C(Sc3c2cc1)C(Nc1cc(Cl)ccc1OC)=O)Cl
CC1Sc2cc(S(=O)=OCC(C(NCc3ccc(F)cc3)=O)C)ccc2NC1=O
CCCCOC(c1ccc(NC(c2cc(ccc2Cl)I)=O)cc1)=O
Cc1cc(NC(CSc2[nH0](c3ccc(F)cc3)c(Cc3[nH0](ccc3)C)[nH0][nH0]2)=O)c(cc1)C
c1ccc(CN2CCN(CCNC(C3CCN(C4SC([nH0]5cccc5)=NN=4)CC3)=O)CC2)cc1
C1COC(C[nH0]2c(c3c([nH0]c2SCC2N=C(OC=2C)c2ccc(OC)cc2)cccc3)=O)C1
CC(C(Nc1cc(c2[nH0][nH0]c([S+2](C)([O-])[O-])cc2)ccc1)=O)Oc1c(cc(cc1)Cl)Cl
n1(c(nc2c1cccc2)C1CC1)Cc1c(C)cccc1
COc1c(OC)c(OC)cc(C2C(C(OCC(F)(F)F)=O)=C(NC(N2)=O)C)c1
N1(CCN(C(C1=O)C)S(c1ccc(cc1)C)(=O)=O)c1cccc(c1)C
n1c(onc1c1ccc(n2cccc2)cc1)c1ncccc1
c12n(nc(c1c(C(F)(F)F)cc(n2)c1cc(OC)c(cc1)OC)C)c1ccc(C(=O)OCC)cc1
COc1ccc(CNC(C[nH0]2c[nH0]c3c(c2=O)c[nH0]c([nH0]3)SC)=O)cc1
c1cc2C(c3c(cc(NC(NC(C4SC=CC=4)=O)=S)cc3)C(=O)c2cc1)=O
c1cc(c(NC(C[nH0]2c(c3Sc4c(c3[nH0]c2)c(F)ccc4)=O)=O)cc1)CC
CCCCOc1ccc(CN2c3c(cc(cc3C)Br)C(C2=O)=O)cc1
C1(=C(C(=O)N(C1c1cnccc1)CC1OCCC1)O)C(c1ccc(cc1)Cl)=O
c1(C(N2CC(C3CCN(CC3)CCC(C)C)CC2)=O)n(ncc1)C
c1cc(c(CNC(C2CN(S(=O)=ON3CCC4(OCCO4)CC3)CCC2)=O)cc1)Cl
N(C(=O)CC)(c1ccc(CC(NCC2CC2)=O)cc1)Cc1ccc(F)cc1
COc1cc(NC(CC2SC(=NC2=O)N2N=C(CC2c2cc(ccc2)Cl)c2ccc(F)cc2)=O)ccc1
c1(nn2c(c1)CN(C(Cc1ccc(Cl)cc1)=O)CC2)C(NCC(C)C)=O
c1cc2c(C(N(CC3CCC(C(=O)NCCCN4CCN(c5cc(ccc5)Cl)CC4)CC3)C(=S)N2)=O)cc1
c1c(c(CSc2[nH0]c3N=C(C(=C([nH0]3[nH0]2)C)Cc2c(cc(cc2)F)Cl)C)c(Cl)cc1)F
c1c[nH0]c(N(Cc2ccc(C(C)C)cc2)C(COc2ccc(OC)cc2)=O)cc1
Fc1cc(c(NC(CCc2[nH0]3N=C(C=Cc3[nH0][nH0]2)NCC2OC=CC=2)=O)cc1)F
n1c(CC(N(C2(C(Nc3ccccc3)=O)CCCCC2)Cc2occc2)=O)[nH]nc1N
c1ccc(C(NC2SC(C(Nc3c(F)cccc3)=O)=C(C=2C(=O)OCC)C)=O)cc1
CCc1ccc(NC(c2c(c[nH0]c([nH0]2)SCc2cc(ccc2)C)Cl)=O)cc1
CCC1=NN(C(c2cc(OC)c(cc2)OC)=O)C(C(F)(F)F)(O)C1
Cc1c(cc([nH0]2[nH0][nH0][nH0]c2CNC(=O)COc2ccc(Cl)cc2)cc1)C
n12c(nc(n1)N(C(c1occc1)=O)C(c1ccc(C#N)cc1)([H])[H])N/C(=C(\C2=O)/C)/C
c1ccc(CN2CCN(C(C3=CC(=NO3)C)=O)CC2)cc1
Fc1c(Cl)cc(NC(C[nH0]2[nH0]c(cc2)[N+]([O-])=O)=O)cc1
n12c(nnc1SCC(=O)NCCCC)c1c(nc2c2ccc(cc2)OC)cccc1
CCCCOc1ccc(C2N(C(C3=C2C(c2ccccc2O3)=O)=O)C2SC(=C(N=2)C)C(=O)OC)cc1
C1(C2(CN(C1)CCc1ccccc1)CCN(C(c1cnccc1)=O)CC2)c1ncco1
c1(nc(Nc2c(OC)cccc2)[nH]c(c1)=O)c1c(nc(nc1)N1CCCC1)C
Cc1c(c([nH0]2c(NC(c3ccc(Br)cc3)=O)c3c([nH0]2)CS(=O)=OC3)ccc1)C
N1=C(c2c(cccc2)Sc2c1cc(C(=O)NCCCOC(C)C)cc2)CCC
c12c([nH]cn1)ncnc2SCCOc1cc(C)c(cc1)C
N1(CC(C(CC1C)(O)[H])C)C
N(C)(CC(=O)N1C(CC(c2sccc2)=N1)c1ccccc1F)C(C(C)C)=O
C(c1cc(F)ccc1)N(c1ccccc1)S(c1ccc(cc1)F)(=O)=O
CCc1ccc(NC(CCC2OC(c3ccc(cc3)C)=CC=2)=O)cc1
CN(c1ccc(C2C3N4CCC(C=3NC(N2)=S)CC4)cc1)C
C1COC(CNC(C[nH0]2c(c3c([nH0]c2)[nH0]([nH0][nH0]3)c2cc(ccc2)OC)=O)=O)C1
Clc1ccc(S(=O)=OC(C2SC=CC=2)CNC(C2OC=CC=2)=O)cc1
S(N1CCC2(OCCC(C2)CCOCc2ccccc2)CC1)(=O)(=O)CCC
c1cc2C=C(C(=NC3SC4=C(C=3C#N)CCCC4)Oc2cc1)C(Nc1cc(C(F)(F)F)ccc1)=O
c1cc2c(CN(CC3CCN([S+2](c4c([nH0](c(c4C(=O)OCC)C)C)C)([O-])[O-])CC3)CC2)cc1
c1(c(non1)c1ccc(cc1)OCCC)NC(c1ccc(cc1)C)=O
N1([C@H](C(=O)N)C[C@@H](C1)Oc1ccccc1)Cc1cc(c(cc1)OC)C
n1(c(ncc1)SCC(Nc1cc(C(=O)C)ccc1)=O)c1cc(C(=O)NCCCC)ccc1
CC(OC(C1C(C(NCCc2c3c([nH]c2C)ccc(c3)OC(F)(F)F)=O)CC=CC1)=O)C
c1c(cc(C(OCc2[nH0]c3[nH0](c(c2)=O)N=C(S3)C2CC2)=O)cc1)F
c1ccc(CS(=O)=ONc2cc(Br)ccc2)cc1
N1(C(c2c(cc(cc2)C)C)=O)C[C@H]2[C@](CN(c3cc(C(F)(F)F)c(C#N)cc3)C2)(CC1)COCC
CCOC(c1cc(Nc2c3cc(cc(c3[nH0]c(c2)C)C)C)ccc1)=O
Cc1ccc([nH0]2c3[nH0]c(C(NCC4CCN(Cc5cc(F)ccc5)CC4)=O)cc(c3c([nH0]2)C)C)cc1
n12c(sc(n1)COc1c(Cl)cccc1)nnc2c1ccc(N(C)C)cc1
c1cc(NC=C2S(=O)=ON(C3=C(SC=C3)C2=O)Cc2cc(F)ccc2)c(F)cc1
c1cc(c(NS(=O)=Oc2c(cc(C3ON=C(C=3)C)cc2)C)cc1)CC
c1(C(N2CCN(C(=O)C)CC2)=O)c(nc(s1)COc1ccc(cc1)C)C
CCN(c1[nH0]c(Nc2ccc(NS(=O)=Oc3cc(OC)c(cc3C)C)cc2)[nH0]c(c1)C)CC
COc1c(OC)c(OC)cc(C2N=C(ON=2)CCCC(NC(C)(C)C)=O)c1
c1c[nH0]cc(NS(=O)=Oc2cc(C3=NN=C(O3)CC)[nH]c2)c1
c1cc2NC(N(c3ccc(NC(=O)C)cc3)C(=O)c2cc1)c1cc(OC)ccc1
Brc1ccc(cc1)c1c(C(=O)Nc2ccc(Cl)cc2)c(C)nc2sc(C(=O)Nc3ccc(cc3)C(C)C)c(N)c12
n1c(C2CN(C(CC3CCCCC3)=O)CC2)onc1CCOCC1CCOCC1
c1cc(c(NC(C2C(C3=C(NC=2C)CC(c2cc(c(cc2)OC)OC)CC3=O)c2ccc(SC)cc2)=O)cc1)OC
N1(C(C2C\3(C4C(N(C(C4C(C2C1=O)\C=C3)=O)c1ccc([N+]([O-])=O)cc1)=O)c1ccccc1)=O)c1ccc([N+]([O-])=O)cc1
c1cc2N=C(N3CCN(C(c4ccc(S(=O)=OCC)cc4)=O)CC3)Sc2cc1
N(C(=O)COc1ccc(cc1)CCO)c1c(C)cccc1
c1c(cc(NC(NCc2cc3c([nH]c(C)c3)cc2)=S)cc1)F
n1c(onc1CCC1CCN(C(c2cc3c([nH]cc3)cc2)=O)CC1)N(C)C
N(C(C)C)(C(=O)c1ccc(c(c1)[N+](=O)[O-])C)Cc1cc(on1)c1cccc(c1)OC
Cc1cc(C(NC2SC(=NN=2)[S+2]([O-])(N(CC2OC=CC=2)C)[O-])=O)ccc1
c1ccc(C2C(C=C3C(NC(=S)S3)=O)=C(c3cc(c(cc3)OC)OC)Oc3c2cccc3)cc1
c1cc(c(CN[nH0]2c(c3c([nH0]c2c2cc(c(cc2)OC)OC)cccc3)=O)cc1)OCC
S(N1CC(CC1)Oc1ccc(c2nc(on2)C2CC2)cc1)(c1ccc(cc1)F)(=O)=O
c1ccc(C=CC2=[N+](C)c3c(C2(C)C)cc(cc3)OC)cc1
c1ccc(C(NCc2c(C(=O)O)c([nH0](Cc3ccc(F)cc3)c2C)C)C)cc1
c1ccc(c2cc([nH0]c[nH0]2)N2CCC(C(=O)NCCCN3CCCC3)CC2)cc1
c1(c(cc(cc1)Cl)Cl)C(N(CC(=O)N(CCc1c[nH]c2c1cccc2)Cc1ccc(C(C)(C)C)cc1)CCCOC)=O
c12n(nc(c1)c1cc(OC)ccc1)C(NCCc1sccc1)CNC2=O
CCOC(CN1c2c(SC(C1=O)=Cc1ccc(C(F)(F)F)cc1)cccc2)=O
n1c(onc1CCN(C(=O)C)C1CN(C(CC2CCCCC2)=O)CCC1)C(C)C
Cc1ccc(C[nH0]2c3[nH0]c[nH0](c(c3[nH0][nH0]2)=O)CC(=O)N)cc1
c1ccc([nH0]2c(N3CCC(C(=O)NCCC(C)C)CC3)c([nH0]3c(ccc3C)C)c([nH0]2)C)cc1
COc1cc(N2C(NC(C(=Cc3c[nH]c4c3cccc4)C2=O)=O)=O)ccc1
c1(nnn(c1)C[C@H]1N(C(=O)C)CC(C1)(F)F)C(=O)NCCOC
c1ccc(C2OC(C(NC(=O)Cc3cc(c(cc3)OCC)OCC)c3ccc(F)cc3)=NN=2)cc1
CC(c1ccc(N2CN3C(C(SC3=NC2)=CC2OC=CC=2)=O)cc1)=O
COC(C1S(=O)=Oc2c(N(c3ccc(C#N)cc3)C=1)cc(cc2)F)=O
c1c(cc(cc1)Br)OCCC(NN=CC1OC(=CC=1)c1c(cc(cc1)Cl)Cl)=O
c1(NC(c2oc(COc3ccccc3)cc2)=O)c(c(C)ccc1Cl)Cl
c1cc(c(c2[nH0]c3[nH0]([nH0]2)C(=CS3)CCNC(C(Nc2ccc(Cl)cc2)=O)=O)cc1)F
C1CN(S(=O)=OC2SC(C(=O)NCCc3ccc(Cl)cc3)=CC=2)CC1
C1CCC(NC(C(c2cc3c(cc2[N+]([O-])=O)OCO3)N(Cc2ccccc2)Cc2ccccc2)=O)CC1
c1cc(c(C(F)(F)F)cc1)NC(NCC1SC(C(Nc2ccc(OC)cc2)=O)=NN=1)=O
c1ccc(N2CCN(CCNC(C3CCN(S(=O)=Oc4c5[nH0]cccc5ccc4)CC3)=O)CC2)cc1
c1cc(c(C(Nc2c(C(OCc3[nH0]c4[nH0](N=C(S4)C)c(c3)=O)=O)cccc2)=O)cc1)F
c1(c2c(n(n1)CCOC)CCOC2)C1N(C(c2cc(ncc2)C)=O)CCCC1
N1=C(c2c(cccc2)Sc2c1cc(C(=O)NCCCN(Cc1ccccc1)CCCC)cc2)CCC
c1(n(cnn1)CC1CC1)[C@H]1N(C(=O)CCc2nc3c(s2)cccc3)CC(C1)(F)F
C1OCCN(CCCNC(c2cc3c(C(N(c4ccc(F)cc4)C(=S)N3)=O)cc2)=O)C1
COc1ccc(CNC(COCC2SC(C(Nc3ccc(OC)cc3)=O)=NN=2)=O)cc1
c1c(cc(NC(=C([N+]([O-])=O)C(=C(Cl)Cl)Cl)[nH0]2[nH0]ccc2)cc1)Br
C1CCN(Cc2cc(c3c([nH0]ccc3)c2O)COCC)CC1
c1cc(c(C(=O)NC(C(=O)NCCC(=O)O)=Cc2cc3OCOc3cc2)cc1)Br
CCCCCC1CCC(CC1)C1CCC(CC1)O
n1(c(nnc1)COC)C1CCN(C(c2cc(Cl)ccc2)=O)CC1
CCC(N1CCCc2c1ccc(S(=O)=ONc1cc(C)cc(C)c1)c2)=O
n1(c(nnc1)CC1CN(C(Nc2c(F)cccc2)=O)C1)C(C)C
c1(C2N(C(=O)c3ccncc3)CCCN(C(NC3CCCC3)=O)C2)nc(n[nH]1)C
c1cc2c(S(=O)=ON=C(N2)CC(CC(=O)NCCCC2OC=CC=2)C)cc1
Cc1ccc(CNc2c([nH0](cc[nH0]2)c2ccc(Br)cc2)=O)cc1
c1cc(c(CNC2=C(S(=O)(c3ccc(cc3)C)[O-])N=C(S2)S(=O)=OCCC)cc1)OC
